NameOfFile Method CorCoeff PValue Species Gene Samples
Loxigilla_violacea.ND2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.005 0.491 Loxigilla_violacea ND2 20
Loxodonta_africana.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.044 0.792 Loxodonta_africana CytB 10
Loxodonta_africana.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.035 0.74 Loxodonta_africana CytB 10
Loxodonta_africana.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.014 0.592 Loxodonta_africana CytB 20
Loxodonta_africana.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.012 0.604 Loxodonta_africana CytB 20
Loxodonta_africana.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.02 0.671 Loxodonta_africana CytB 30
Loxodonta_africana.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.021 0.697 Loxodonta_africana CytB 30
Loxodonta_africana.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0.021 0.722 Loxodonta_africana CytB 40
Loxodonta_africana.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.033 0.136 Loxodonta_africana CytB 40
Loxodonta_africana.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance 0.023 0.723 Loxodonta_africana CytB 50
Loxodonta_africana.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.017 0.303 Loxodonta_africana CytB 50
Loxodonta_africana.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.01 0.402 Loxodonta_africana ND5 10
Loxodonta_africana.ND5.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.022 0.134 Loxodonta_africana ND5 10
Loxodonta_africana.ND5.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.061 0.084 Loxodonta_africana ND5 20
Loxodonta_africana.ND5.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.054 0.084 Loxodonta_africana ND5 20
Loxodonta_africana.ND5.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.013 0.329 Loxodonta_africana ND5 30
Loxodonta_africana.ND5.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.04 0.096 Loxodonta_africana ND5 30
Loxodonta_africana.ND5.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.003 0.452 Loxodonta_africana ND5 40
Loxodonta_africana.ND5.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.061 0.03 Loxodonta_africana ND5 40
Loxodonta_africana.ND5.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.004 0.42 Loxodonta_africana ND5 50
Loxodonta_africana.ND5.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.043 0.087 Loxodonta_africana ND5 50
Loxodonta_cyclotis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.037 0.116 Loxodonta_cyclotis CytB 10
Loxodonta_cyclotis.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.002 0.53 Loxodonta_cyclotis CytB 10
Loxodonta_cyclotis.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.026 0.18 Loxodonta_cyclotis CytB 20
Loxodonta_cyclotis.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.051 0.022 Loxodonta_cyclotis CytB 20
Loxodonta_cyclotis.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.026 0.143 Loxodonta_cyclotis CytB 30
Loxodonta_cyclotis.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.023 0.214 Loxodonta_cyclotis CytB 30
Loxodonta_cyclotis.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0.018 0.691 Loxodonta_cyclotis CytB 40
Loxodonta_cyclotis.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.042 0.08 Loxodonta_cyclotis CytB 40
Loxodonta_cyclotis.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.058 0.991 Loxodonta_cyclotis ND5 10
Loxodonta_cyclotis.ND5.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.013 0.712 Loxodonta_cyclotis ND5 10
Loxodonta_cyclotis.ND5.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.015 0.704 Loxodonta_cyclotis ND5 20
Loxodonta_cyclotis.ND5.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.012 0.285 Loxodonta_cyclotis ND5 20
Luscinia_cyanura.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.064 0.318 Luscinia_cyanura CytB 10
Luscinia_cyanura.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.065 0.87 Luscinia_cyanura CytB 20
Luscinia_cyanura.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.005 0.56 Luscinia_cyanura CytB 20
Luscinia_cyanura.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.051 0.77 Luscinia_cyanura ND2 10
Luscinia_cyanura.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.001 0.451 Luscinia_cyanura ND2 10
Luscinia_rufilata.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.147 0.866 Luscinia_rufilata CytB 10
Luscinia_rufilata.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.055 0.61 Luscinia_rufilata CytB 10
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.021 0.345 Lutjanus_argentimaculatus ATP6 10
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.02 0.608 Lutjanus_argentimaculatus ATP6 20
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.056 0.855 Lutjanus_argentimaculatus ATP6 20
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.007 0.537 Lutjanus_argentimaculatus ATP6 30
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.048 0.128 Lutjanus_argentimaculatus ATP6 30
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.034 0.2 Lutjanus_argentimaculatus ATP6 40
Lutjanus_argentimaculatus.ATP6.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.008 0.552 Lutjanus_argentimaculatus ATP6 40
Lutjanus_argentimaculatus.ATP8.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.138 0.152 Lutjanus_argentimaculatus ATP8 10
Lutra_lutra.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.025 0.593 Lutra_lutra CytB 10
Lutrogale_perspicillata.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.014 0.556 Lutrogale_perspicillata CytB 10
Lutrogale_perspicillata.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.011 0.555 Lutrogale_perspicillata CytB 10
Lynx_pardinus.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.373 0.272 Lynx_pardinus ND5 10
Macaca_fascicularis.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.063 0.999 Macaca_fascicularis ATP6 10
Macaca_fascicularis.ATP6.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.005 0.405 Macaca_fascicularis ATP6 10
Macaca_fascicularis.ATP6.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.043 0.989 Macaca_fascicularis ATP6 20
Macaca_fascicularis.ATP6.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.012 0.688 Macaca_fascicularis ATP6 20
Macaca_fascicularis.ATP8.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.08 0.125 Macaca_fascicularis ATP8 10
Macaca_fascicularis.ATP8.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.134 0.974 Macaca_fascicularis ATP8 10
Macaca_fascicularis.COX1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.008 0.619 Macaca_fascicularis COX1 10
Macaca_fascicularis.COX1.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.018 0.248 Macaca_fascicularis COX1 10
Macaca_fascicularis.COX1.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.083 0 Macaca_fascicularis COX1 20
Macaca_fascicularis.COX1.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.018 0.182 Macaca_fascicularis COX1 20
Macaca_fascicularis.COX1.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.07 0 Macaca_fascicularis COX1 30
Macaca_fascicularis.COX1.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.01 0.304 Macaca_fascicularis COX1 30
Macaca_fascicularis.COX2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.082 0.055 Macaca_fascicularis COX2 10
Macaca_fascicularis.COX2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.051 0.838 Macaca_fascicularis COX2 10
Macaca_fascicularis.COX2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.013 0.366 Macaca_fascicularis COX2 20
Macaca_fascicularis.COX2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.029 0.778 Macaca_fascicularis COX2 20
Macaca_fascicularis.COX3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.009 0.376 Macaca_fascicularis COX3 10
Macaca_fascicularis.COX3.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.023 0.714 Macaca_fascicularis COX3 10
Macaca_fascicularis.COX3.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.004 0.554 Macaca_fascicularis COX3 20
Macaca_fascicularis.COX3.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.045 0.935 Macaca_fascicularis COX3 20
Macaca_fascicularis.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.014 0.325 Macaca_fascicularis CytB 10
Macaca_fascicularis.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.019 0.257 Macaca_fascicularis CytB 10
Macaca_fascicularis.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.016 0.277 Macaca_fascicularis CytB 20
Macaca_fascicularis.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.015 0.696 Macaca_fascicularis CytB 20
Macaca_fascicularis.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.015 0.215 Macaca_fascicularis CytB 30
Macaca_fascicularis.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.005 0.577 Macaca_fascicularis CytB 30
Macaca_fascicularis.ND1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.002 0.427 Macaca_fascicularis ND1 10
Macaca_fascicularis.ND1.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.003 0.421 Macaca_fascicularis ND1 10
Macaca_fascicularis.ND1.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.018 0.776 Macaca_fascicularis ND1 20
Macaca_fascicularis.ND1.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.016 0.211 Macaca_fascicularis ND1 20
Macaca_fascicularis.ND1.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.007 0.317 Macaca_fascicularis ND1 30
Macaca_fascicularis.ND1.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.019 0.13 Macaca_fascicularis ND1 30
Macaca_fascicularis.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.02 0.702 Macaca_fascicularis ND2 10
Macaca_fascicularis.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.014 0.643 Macaca_fascicularis ND2 10
Macaca_fascicularis.ND2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.015 0.738 Macaca_fascicularis ND2 20
Macaca_fascicularis.ND2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0 0.467 Macaca_fascicularis ND2 20
Macaca_fascicularis.ND3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.032 0.768 Macaca_fascicularis ND3 10
Macaca_fascicularis.ND3.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.06 0.857 Macaca_fascicularis ND3 10
Macaca_fascicularis.ND3.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.009 0.402 Macaca_fascicularis ND3 20
Macaca_fascicularis.ND3.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.026 0.298 Macaca_fascicularis ND3 20
Macaca_fascicularis.ND3.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.015 0.33 Macaca_fascicularis ND3 30
Macaca_fascicularis.ND3.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.032 0.153 Macaca_fascicularis ND3 30
Macaca_fascicularis.ND4L.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.097 0.067 Macaca_fascicularis ND4L 10
Macaca_fascicularis.ND4L.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.089 0.101 Macaca_fascicularis ND4L 10
Macaca_fascicularis.ND4L.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.053 0.096 Macaca_fascicularis ND4L 20
Macaca_fascicularis.ND4L.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.006 0.457 Macaca_fascicularis ND4L 20
Macaca_fascicularis.ND4.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.058 0 Macaca_fascicularis ND4 10
Macaca_fascicularis.ND4.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.024 0.044 Macaca_fascicularis ND4 10
Macaca_fascicularis.ND4.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.006 0.34 Macaca_fascicularis ND4 20
Macaca_fascicularis.ND4.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.008 0.754 Macaca_fascicularis ND4 20
Macaca_fascicularis.ND4.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.036 0.012 Macaca_fascicularis ND4 30
Macaca_fascicularis.ND4.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.007 0.28 Macaca_fascicularis ND4 30
Macaca_fascicularis.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.007 0.346 Macaca_fascicularis ND5 10
Macaca_fascicularis.ND5.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.013 0.707 Macaca_fascicularis ND5 10
Macaca_fascicularis.ND5.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0 0.482 Macaca_fascicularis ND5 20
Macaca_fascicularis.ND5.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.004 0.556 Macaca_fascicularis ND5 20
Macaca_fascicularis.ND5.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.001 0.516 Macaca_fascicularis ND5 30
Macaca_fascicularis.ND5.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.006 0.372 Macaca_fascicularis ND5 30
Macaca_nemestrina.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.008 0.312 Macaca_nemestrina CytB 10
Macaca_nemestrina.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.022 0.866 Macaca_nemestrina CytB 10
Malaclemys_terrapin.ND4.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.134 0.211 Malaclemys_terrapin ND4 10
Malurus_leucopterus.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.204 0.887 Malurus_leucopterus ATP6 10
Mammuthus_primigenius.ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.016 0.478 Mammuthus_primigenius ATP6 10
Mammuthus_primigenius.ATP6.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.236 0.195 Mammuthus_primigenius ATP6 20
Mammuthus_primigenius.ATP6.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.006 0.511 Mammuthus_primigenius ATP6 30
Mammuthus_primigenius.ATP6.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.024 0.468 Mammuthus_primigenius ATP6 40
Mammuthus_primigenius.COX1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.332 0 Mammuthus_primigenius COX1 10
Mammuthus_primigenius.COX1.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.033 0.213 Mammuthus_primigenius COX1 20
Mammuthus_primigenius.COX1.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.011 0.365 Mammuthus_primigenius COX1 20
Mammuthus_primigenius.COX1.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.1 0.025 Mammuthus_primigenius COX1 30
Mammuthus_primigenius.COX1.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.014 0.366 Mammuthus_primigenius COX1 30
Mammuthus_primigenius.COX1.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.004 0.472 Mammuthus_primigenius COX1 40
Mammuthus_primigenius.COX1.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.071 0.071 Mammuthus_primigenius COX1 40
Mammuthus_primigenius.COX1.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.017 0.332 Mammuthus_primigenius COX1 50
Mammuthus_primigenius.COX1.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.07 0.062 Mammuthus_primigenius COX1 50
Mammuthus_primigenius.COX2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.011 0.446 Mammuthus_primigenius COX2 10
Mammuthus_primigenius.COX2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.004 0.508 Mammuthus_primigenius COX2 20
Mammuthus_primigenius.COX2.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.05 0.666 Mammuthus_primigenius COX2 20
Mammuthus_primigenius.COX3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.026 0.387 Mammuthus_primigenius COX3 10
Mammuthus_primigenius.COX3.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.092 0.876 Mammuthus_primigenius COX3 20
Mammuthus_primigenius.COX3.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.062 0.187 Mammuthus_primigenius COX3 20
Mammuthus_primigenius.COX3.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.08 0.815 Mammuthus_primigenius COX3 30
Mammuthus_primigenius.COX3.terminals.nuc.fa.30.samples.mike6.txt DAndDistance 0.019 0.546 Mammuthus_primigenius COX3 30
Mammuthus_primigenius.COX3.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0.071 0.83 Mammuthus_primigenius COX3 40
Mammuthus_primigenius.COX3.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.04 0.265 Mammuthus_primigenius COX3 40
Mammuthus_primigenius.CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.125 0.983 Mammuthus_primigenius CytB 10
Mammuthus_primigenius.CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.051 0.827 Mammuthus_primigenius CytB 10
Mammuthus_primigenius.CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.069 0.915 Mammuthus_primigenius CytB 20
Mammuthus_primigenius.CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance 0.013 0.606 Mammuthus_primigenius CytB 20
Mammuthus_primigenius.CytB.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.022 0.607 Mammuthus_primigenius CytB 30
Mammuthus_primigenius.CytB.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.094 0.046 Mammuthus_primigenius CytB 30
Mammuthus_primigenius.CytB.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.01 0.408 Mammuthus_primigenius CytB 40
Mammuthus_primigenius.CytB.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.008 0.393 Mammuthus_primigenius CytB 40
Mammuthus_primigenius.CytB.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance 0.014 0.6 Mammuthus_primigenius CytB 50
Mammuthus_primigenius.CytB.terminals.nuc.fa.50.samples.mike6.txt DAndDistance 0.002 0.494 Mammuthus_primigenius CytB 50
Mammuthus_primigenius.ND1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.025 0.312 Mammuthus_primigenius ND1 10
Mammuthus_primigenius.ND1.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.04 0.295 Mammuthus_primigenius ND1 10
Mammuthus_primigenius.ND1.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.051 0.625 Mammuthus_primigenius ND1 20
Mammuthus_primigenius.ND1.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.157 0.111 Mammuthus_primigenius ND1 20
Mammuthus_primigenius.ND1.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.166 0.017 Mammuthus_primigenius ND1 30
Mammuthus_primigenius.ND1.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.063 0.197 Mammuthus_primigenius ND1 30
Mammuthus_primigenius.ND1.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.117 0.035 Mammuthus_primigenius ND1 40
Mammuthus_primigenius.ND1.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.079 0.089 Mammuthus_primigenius ND1 40
Mammuthus_primigenius.ND1.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.023 0.302 Mammuthus_primigenius ND1 50
Mammuthus_primigenius.ND1.terminals.nuc.fa.50.samples.mike6.txt DAndDistance 0.008 0.521 Mammuthus_primigenius ND1 50
Mammuthus_primigenius.ND2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.042 0.34 Mammuthus_primigenius ND2 10
Mammuthus_primigenius.ND2.terminals.nuc.fa.10.samples.mike6.txt DAndDistance 0.073 0.875 Mammuthus_primigenius ND2 10
Mammuthus_primigenius.ND2.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.098 0.218 Mammuthus_primigenius ND2 20
Mammuthus_primigenius.ND2.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.066 0.21 Mammuthus_primigenius ND2 30
Mammuthus_primigenius.ND2.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.001 0.439 Mammuthus_primigenius ND2 30
Mammuthus_primigenius.ND2.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.142 0.024 Mammuthus_primigenius ND2 40
Mammuthus_primigenius.ND2.terminals.nuc.fa.40.samples.mike6.txt DAndDistance 0.023 0.629 Mammuthus_primigenius ND2 40
Mammuthus_primigenius.ND2.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance -0.077 0.176 Mammuthus_primigenius ND2 50
Mammuthus_primigenius.ND2.terminals.nuc.fa.50.samples.mike6.txt DAndDistance 0.05 0.74 Mammuthus_primigenius ND2 50
Mammuthus_primigenius.ND3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.103 0.766 Mammuthus_primigenius ND3 10
Mammuthus_primigenius.ND3.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.058 0.642 Mammuthus_primigenius ND3 20
Mammuthus_primigenius.ND4L.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.118 0.463 Mammuthus_primigenius ND4L 10
Mammuthus_primigenius.ND4L.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.007 0.454 Mammuthus_primigenius ND4L 20
Mammuthus_primigenius.ND4.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.008 0.562 Mammuthus_primigenius ND4 10
Mammuthus_primigenius.ND4.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.083 0.083 Mammuthus_primigenius ND4 10
Mammuthus_primigenius.ND4.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance -0.047 0.191 Mammuthus_primigenius ND4 20
Mammuthus_primigenius.ND4.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.075 0.12 Mammuthus_primigenius ND4 20
Mammuthus_primigenius.ND4.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance -0.026 0.321 Mammuthus_primigenius ND4 30
Mammuthus_primigenius.ND4.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.099 0.069 Mammuthus_primigenius ND4 30
Mammuthus_primigenius.ND4.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance -0.049 0.144 Mammuthus_primigenius ND4 40
Mammuthus_primigenius.ND4.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.058 0.104 Mammuthus_primigenius ND4 40
Mammuthus_primigenius.ND4.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance 0.022 0.709 Mammuthus_primigenius ND4 50
Mammuthus_primigenius.ND4.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.032 0.218 Mammuthus_primigenius ND4 50
Mammuthus_primigenius.ND5.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.033 0.245 Mammuthus_primigenius ND5 10
Mammuthus_primigenius.ND5.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0.031 0.777 Mammuthus_primigenius ND5 20
Mammuthus_primigenius.ND5.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.003 0.385 Mammuthus_primigenius ND5 20
Mammuthus_primigenius.ND5.terminals.nuc.fa.30.samples.mike6.txt RSquareAndDistance 0.005 0.528 Mammuthus_primigenius ND5 30
Mammuthus_primigenius.ND5.terminals.nuc.fa.30.samples.mike6.txt DAndDistance -0.082 0.018 Mammuthus_primigenius ND5 30
Mammuthus_primigenius.ND5.terminals.nuc.fa.40.samples.mike6.txt RSquareAndDistance 0 0.464 Mammuthus_primigenius ND5 40
Mammuthus_primigenius.ND5.terminals.nuc.fa.40.samples.mike6.txt DAndDistance -0.056 0.068 Mammuthus_primigenius ND5 40
Mammuthus_primigenius.ND5.terminals.nuc.fa.50.samples.mike6.txt RSquareAndDistance 0.002 0.501 Mammuthus_primigenius ND5 50
Mammuthus_primigenius.ND5.terminals.nuc.fa.50.samples.mike6.txt DAndDistance -0.052 0.059 Mammuthus_primigenius ND5 50
Mammuthus_sp..ATP6.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.077 0.35 Mammuthus_sp  fa
Mammuthus_sp..COX1.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.115 0.104 Mammuthus_sp  fa
Mammuthus_sp..COX2.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.208 0.995 Mammuthus_sp  fa
Mammuthus_sp..COX3.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance 0.114 0.74 Mammuthus_sp  fa
Mammuthus_sp..CytB.terminals.nuc.fa.10.samples.mike6.txt RSquareAndDistance -0.008 0.398 Mammuthus_sp  fa
Mammuthus_sp..CytB.terminals.nuc.fa.10.samples.mike6.txt DAndDistance -0.061 0.119 Mammuthus_sp  fa
Mammuthus_sp..CytB.terminals.nuc.fa.20.samples.mike6.txt RSquareAndDistance 0 0.461 Mammuthus_sp  fa
Mammuthus_sp..CytB.terminals.nuc.fa.20.samples.mike6.txt DAndDistance -0.024 0.32 Mammuthus_sp  fa
